year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2004, 한화, 19, 1, 0, 24, 8, 7, 0, 0, 140.1, 83, 80, 620, 143, , 15, 63, 1, 8, 80, 1, 7, 5.13, 4.70, 1.47, 85.9
2006, 한화, 21, 0, 0, 0, 0, 0, 0, 1, 17.0, 10, 10, 76, 13, , 2, 11, 1, 1, 11, 0, 1, 5.29, 4.88, 1.41, 70.8
2007, 한화, 22, 0, 0, 1, 0, 1, 0, 0, 4.0, 6, 6, 22, 9, , 0, 2, 0, 0, 3, 0, 0, 13.50, 2.83, 2.75, 29.8
2010, 한화, 25, 0, 0, 0, 0, 0, 0, 0, 17.2, 8, 8, 75, 17, , 1, 5, 0, 0, 11, 0, 2, 4.08, 3.63, 1.25, 113.4
2011, 한화, 26, 0, 0, 5, 4, 3, 0, 0, 61.0, 43, 43, 284, 75, , 11, 23, 0, 7, 52, 0, 8, 6.34, 5.31, 1.61, 65.9
2012, 한화, 27, 0, 0, 3, 4, 3, 1, 12, 74.1, 24, 24, 298, 45, , 7, 26, 2, 5, 66, 0, 3, 2.91, 3.72, 0.96, 134.5
2013, 한화, 28, 0, 0, 0, 4, 6, 20, 0, 71.0, 27, 27, 310, 63, , 3, 36, 0, 4, 67, 1, 3, 3.42, 3.70, 1.39, 126.8
2014, 한화, 29, 0, 0, 1, 1, 3, 1, 3, 29.0, 24, 24, 138, 35, 2, 9, 14, 1, 3, 21, 0, 2, 7.45, 8.10, 1.69, 72.8
2015, 한화, 30, 0, 0, 10, 8, 7, 0, 11, 109.0, 82, 78, 503, 115, 0, 29, 64, 5, 7, 87, 1, 8, 6.44, 7.29, 1.64, 77.3
2016, 한화, 31, 0, 0, 1, 8, 5, 0, 8, 97.2, 61, 54, 437, 97, 2, 10, 45, 0, 10, 77, 0, 7, 4.98, 5.24, 1.45, 105.5
2017, 한화, 32, 0, 0, 0, 5, 6, 0, 15, 73.1, 56, 54, 331, 77, 2, 13, 33, 4, 5, 64, 0, 2, 6.63, 5.69, 1.50, 75.9
2018, 한화, 33, 0, 0, 0, 1, 0, 0, 1, 12.2, 7, 7, 58, 15, 0, 2, 4, 0, 1, 8, 0, 3, 4.97, 5.81, 1.50, 106.5
2019, 한화, 34, 0, 0, 0, 0, 0, 0, 0, 0.1, 2, 2, 4, 3, 0, 0, 0, 0, 0, 1, 0, 0, 54.00, -2.60, 9.00, 7.7
