year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2003, 두산, 23, 0, 0, 0, 0, 1, 0, 0, 3.1, 4, 4, 16, 2, , 1, 4, 0, 0, 3, 0, 0, 10.80, 8.46, 1.80, 38.5
2004, 두산, 24, 0, 0, 3, 3, 1, 0, 3, 77.1, 30, 27, 332, 74, , 4, 33, 0, 5, 66, 0, 2, 3.14, 3.39, 1.38, 133.3
2005, 두산, 25, 0, 0, 0, 1, 6, 30, 0, 56.0, 15, 13, 231, 38, , 2, 22, 6, 5, 60, 0, 1, 2.09, 2.46, 1.07, 198.1
2006, 두산, 26, 0, 0, 0, 2, 3, 38, 0, 54.0, 9, 8, 223, 33, , 3, 28, 4, 4, 65, 0, 2, 1.33, 2.57, 1.13, 268.2
2007, 두산, 27, 0, 0, 2, 5, 3, 25, 0, 59.0, 22, 16, 263, 54, , 2, 32, 6, 5, 54, 0, 2, 2.44, 3.02, 1.46, 158.5
2008, 두산, 28, 0, 0, 3, 3, 3, 18, 0, 53.0, 22, 19, 221, 44, , 2, 16, 2, 4, 39, 0, 2, 3.23, 3.19, 1.13, 126.9
2009, 두산, 29, 0, 0, 11, 5, 5, 0, 4, 93.1, 48, 46, 405, 99, , 6, 29, 1, 7, 80, 0, 3, 4.44, 3.43, 1.37, 107.1
2010, 두산, 30, 0, 0, 0, 8, 4, 2, 23, 78.0, 16, 15, 307, 52, , 2, 28, 3, 4, 89, 0, 1, 1.73, 2.45, 1.03, 262.7
2011, 두산, 31, 0, 0, 0, 2, 6, 8, 9, 62.2, 23, 20, 247, 47, , 5, 22, 4, 3, 65, 1, 2, 2.87, 3.16, 1.10, 142.6
2012, 두산, 32, 0, 0, 0, 0, 1, 0, 0, 4.0, 3, 2, 17, 3, , 1, 1, 0, 0, 1, 0, 0, 4.50, 6.60, 1.00, 85.0
2013, 두산, 33, 0, 0, 0, 4, 1, 14, 7, 52.1, 26, 20, 222, 46, , 3, 17, 0, 3, 38, 0, 1, 3.44, 3.79, 1.20, 123.7
2014, 두산, 34, 0, 0, 0, 1, 5, 2, 15, 53.2, 33, 32, 230, 50, 1, 6, 19, 1, 6, 56, 0, 0, 5.37, 4.56, 1.29, 92.2
2015, 롯데, 35, 0, 0, 0, 0, 0, 0, 0, 6.1, 8, 5, 40, 16, 0, 1, 6, 0, 0, 5, 0, 0, 7.11, 6.93, 3.47, 70.9
2016, 두산, 36, 0, 0, 0, 1, 5, 2, 23, 52.1, 21, 19, 219, 43, 1, 3, 17, 1, 5, 56, 0, 2, 3.27, 3.60, 1.15, 156.4
