year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2000, 현대, 23, 0, 0, 0, 0, 0, 0, 0, 5.2, 6, 6, 28, 5, , 1, 5, 0, 1, 4, 0, 1, 9.53, 7.22, 1.77, 47.4
2002, 현대, 25, 0, 0, 0, 0, 0, 0, 0, 2.2, 1, 1, 13, 4, , 1, 1, 0, 0, 4, 0, 0, 3.38, 6.00, 1.88, 126.5
2004, 현대, 27, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 6, 0, , 0, 1, 0, 0, 0, 0, 0, 0.00, 5.20, 0.75, 
2005, 현대, 28, 0, 0, 1, 1, 1, 0, 1, 42.0, 20, 18, 176, 37, , 4, 7, 0, 7, 43, 0, 0, 3.86, 3.21, 1.05, 111.2
2006, 현대, 29, 0, 0, 0, 5, 5, 38, 0, 69.1, 14, 14, 264, 48, , 2, 11, 0, 4, 65, 0, 1, 1.82, 1.85, 0.85, 198.8
2007, 현대, 30, 0, 0, 0, 6, 4, 3, 4, 50.1, 19, 16, 221, 41, , 4, 28, 2, 9, 49, 0, 3, 2.86, 4.00, 1.37, 139.5
2008, 히어로즈, 31, 0, 0, 0, 0, 3, 2, 7, 27.1, 11, 11, 114, 20, , 2, 10, 2, 3, 17, 0, 0, 3.62, 4.06, 1.10, 117.0
2010, 넥센, 33, 0, 0, 0, 3, 3, 0, 8, 42.1, 11, 11, 167, 30, , 4, 16, 2, 4, 25, 0, 1, 2.34, 4.61, 1.09, 194.5
2011, 넥센, 34, 0, 0, 0, 2, 2, 1, 8, 19.2, 15, 14, 92, 22, , 0, 10, 0, 2, 9, 0, 1, 6.41, 4.11, 1.63, 64.1
2012, KIA, 35, 0, 0, 0, 0, 0, 0, 1, 1.1, 0, 0, 5, 1, , 0, 0, 0, 0, 0, 0, 0, 0.00, 3.10, 0.75, 
