year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2005, 현대, 23, 1, 0, 23, 5, 10, 0, 0, 134.1, 81, 81, 599, 154, , 18, 48, 0, 10, 80, 1, 6, 5.43, 4.86, 1.50, 79.1
2006, 현대, 24, 0, 0, 17, 6, 5, 0, 2, 95.0, 49, 44, 408, 112, , 5, 21, 0, 6, 48, 0, 2, 4.17, 3.23, 1.40, 86.7
2010, 넥센, 28, 0, 0, 0, 2, 3, 26, 1, 63.1, 20, 18, 245, 47, , 2, 17, 6, 2, 64, 0, 5, 2.56, 2.29, 1.01, 177.8
2011, 넥센, 29, 0, 0, 0, 4, 2, 17, 2, 52.1, 12, 11, 202, 41, , 2, 13, 1, 1, 41, 0, 0, 1.89, 2.87, 1.03, 217.2
2012, 넥센, 30, 0, 0, 0, 3, 2, 33, 0, 50.1, 12, 12, 203, 50, , 2, 15, 2, 0, 47, 0, 2, 2.15, 2.53, 1.29, 178.6
2013, 넥센, 31, 0, 0, 0, 3, 2, 46, 0, 62.2, 17, 16, 249, 50, , 1, 20, 0, 1, 52, 0, 4, 2.30, 2.90, 1.12, 189.6
2014, 넥센, 32, 0, 0, 0, 3, 5, 32, 0, 62.1, 30, 30, 259, 69, 0, 6, 11, 0, 2, 53, 0, 3, 4.33, 4.03, 1.28, 121.7
2015, 넥센, 33, 0, 0, 0, 4, 6, 23, 0, 61.1, 35, 26, 272, 73, 1, 6, 13, 2, 3, 63, 0, 1, 3.82, 3.52, 1.40, 130.4
2016, 롯데, 34, 0, 0, 0, 7, 3, 20, 0, 50.2, 25, 24, 232, 61, 1, 5, 24, 4, 3, 48, 1, 5, 4.26, 4.54, 1.68, 122.6
2017, 롯데, 35, 0, 0, 0, 1, 3, 37, 0, 62.0, 16, 15, 250, 59, 1, 7, 11, 2, 1, 62, 1, 0, 2.18, 3.69, 1.13, 231.4
2018, 롯데, 36, 0, 0, 0, 3, 5, 28, 0, 57.2, 26, 25, 250, 53, 0, 1, 20, 4, 1, 60, 0, 2, 3.90, 2.86, 1.27, 133.7
2019, 롯데, 37, 0, 0, 0, 4, 3, 9, 2, 52.2, 27, 23, 233, 54, 1, 3, 19, 3, 3, 44, 0, 2, 3.93, 3.55, 1.39, 106.8
