year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2002, 삼성, 19, 0, 0, 1, 0, 1, 0, 0, 4.0, 6, 6, 23, 11, , 2, 0, 0, 0, 1, 0, 1, 13.50, 9.00, 2.75, 32.0
2003, 삼성, 20, 0, 0, 4, 3, 2, 0, 2, 39.1, 26, 23, 177, 40, , 5, 21, 0, 0, 26, 0, 2, 5.26, 4.69, 1.55, 82.9
2004, 삼성, 21, 0, 0, 9, 3, 3, 0, 3, 81.0, 44, 43, 355, 80, , 12, 38, 0, 4, 78, 2, 3, 4.78, 4.50, 1.46, 90.8
2006, 삼성, 23, 0, 0, 0, 0, 0, 0, 2, 8.0, 4, 4, 39, 8, , 1, 6, 0, 0, 6, 0, 0, 4.50, 5.08, 1.75, 80.4
2007, 삼성, 24, 0, 0, 0, 7, 1, 0, 19, 77.1, 26, 24, 310, 47, , 2, 39, 0, 3, 100, 0, 3, 2.79, 2.21, 1.11, 140.3
2008, 삼성, 25, 0, 0, 0, 6, 0, 0, 15, 47.2, 10, 7, 195, 36, , 2, 22, 0, 1, 37, 0, 0, 1.32, 3.59, 1.22, 314.1
2009, 삼성, 26, 0, 0, 0, 5, 7, 6, 21, 80.2, 29, 26, 346, 64, , 10, 42, 4, 4, 76, 0, 6, 2.90, 4.48, 1.31, 168.2
2010, 삼성, 27, 0, 0, 0, 7, 1, 4, 10, 73.1, 18, 17, 282, 54, , 6, 19, 2, 2, 73, 0, 5, 2.09, 3.14, 1.00, 221.0
2011, 삼성, 28, 0, 0, 0, 1, 3, 0, 19, 48.1, 19, 15, 203, 38, , 2, 22, 1, 2, 27, 1, 2, 2.79, 4.04, 1.24, 149.3
2012, 삼성, 29, 0, 0, 0, 2, 3, 1, 18, 49.1, 18, 17, 211, 48, , 2, 20, 2, 1, 38, 0, 2, 3.10, 3.25, 1.38, 123.1
2013, 삼성, 30, 0, 0, 0, 0, 1, 0, 3, 36.1, 17, 16, 158, 35, , 5, 16, 0, 1, 41, 0, 1, 3.96, 4.28, 1.40, 108.1
2014, 삼성, 31, 0, 0, 0, 3, 2, 0, 1, 34.2, 13, 11, 137, 27, 0, 4, 11, 1, 0, 38, 0, 1, 2.86, 4.03, 1.10, 185.2
2015, 한화, 32, 0, 0, 0, 9, 13, 17, 6, 112.0, 68, 62, 506, 124, 1, 15, 53, 7, 5, 88, 1, 5, 4.98, 5.15, 1.58, 100.0
2016, 한화, 33, 0, 0, 0, 6, 2, 3, 13, 95.1, 45, 41, 418, 93, 2, 5, 42, 5, 7, 77, 1, 2, 3.87, 4.24, 1.42, 135.7
2017, 한화, 34, 0, 0, 0, 1, 3, 0, 11, 31.1, 23, 22, 147, 39, 0, 6, 9, 0, 5, 17, 0, 3, 6.32, 6.48, 1.53, 79.6
2018, 한화, 35, 0, 0, 0, 1, 1, 0, 3, 11.0, 6, 6, 44, 9, 0, 2, 4, 0, 0, 11, 0, 1, 4.91, 5.29, 1.18, 107.9
2019, 두산, 36, 0, 0, 0, 2, 2, 1, 11, 36.2, 23, 20, 155, 36, 0, 3, 7, 0, 2, 21, 0, 0, 4.91, 4.06, 1.17, 83.3
2020, 두산, 37, 0, 0, 0, 2, 2, 0, 2, 7.2, 9, 8, 38, 11, 1, 0, 4, 0, 0, 7, 0, 1, 9.39, 3.30, 1.96, 49.3
