year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1999, 한화, 23, 0, 0, 0, 0, 0, 0, 0, 12.1, 12, 11, 61, 15, , 2, 10, 1, 0, 11, 0, 0, 8.03, 5.79, 2.03, 63.5
2000, 한화, 24, 0, 0, 1, 0, 0, 0, 0, 14.1, 10, 9, 69, 17, , 3, 9, 0, 1, 10, 0, 3, 5.65, 6.58, 1.81, 84.1
2001, 한화, 25, 0, 0, 6, 4, 3, 0, 0, 57.0, 34, 30, 259, 53, , 5, 31, 0, 2, 44, 1, 3, 4.74, 4.44, 1.47, 103.1
2002, 한화, 26, 0, 0, 4, 1, 2, 0, 4, 47.1, 40, 35, 229, 60, , 11, 22, 1, 3, 37, 0, 2, 6.65, 5.98, 1.73, 65.3
2003, 한화, 27, 0, 0, 3, 6, 7, 3, 11, 100.1, 52, 48, 429, 82, , 8, 50, 1, 3, 73, 0, 9, 4.31, 3.90, 1.32, 100.8
2004, 한화, 28, 0, 0, 0, 3, 1, 0, 4, 32.2, 20, 20, 150, 33, , 6, 23, 0, 0, 23, 0, 1, 5.51, 6.04, 1.71, 80.0
2008, 한화, 32, 0, 0, 0, 0, 0, 0, 0, 1.1, 1, 1, 8, 4, , 1, 1, 0, 0, 0, 0, 0, 6.75, 15.15, 3.75, 62.8
2009, 한화, 33, 0, 0, 0, 0, 0, 0, 2, 10.1, 5, 4, 48, 10, , 1, 8, 0, 0, 7, 0, 2, 3.48, 5.41, 1.74, 140.5
2010, 한화, 34, 0, 0, 0, 2, 4, 10, 6, 79.1, 32, 27, 327, 58, , 3, 36, 5, 3, 80, 0, 4, 3.06, 3.05, 1.19, 150.9
2011, 한화, 35, 0, 0, 0, 7, 6, 7, 16, 86.0, 33, 31, 353, 70, , 6, 28, 0, 1, 92, 0, 5, 3.24, 2.97, 1.14, 128.8
2012, 한화, 36, 0, 0, 0, 4, 4, 3, 12, 49.1, 30, 30, 205, 36, , 4, 27, 1, 0, 45, 0, 5, 5.47, 3.91, 1.28, 71.4
2013, 한화, 37, 0, 0, 0, 1, 5, 1, 6, 21.2, 15, 14, 96, 17, , 2, 14, 0, 1, 21, 0, 6, 5.82, 4.69, 1.43, 74.6
2014, 한화, 38, 0, 0, 0, 4, 4, 9, 7, 49.1, 39, 33, 224, 54, 1, 5, 25, 1, 1, 51, 0, 1, 6.02, 4.63, 1.60, 90.1
2015, 한화, 39, 0, 0, 0, 6, 1, 1, 15, 96.0, 37, 33, 411, 84, 1, 8, 39, 3, 5, 92, 0, 7, 3.09, 4.06, 1.28, 161.0
2016, 한화, 40, 0, 0, 1, 4, 4, 0, 6, 84.0, 58, 52, 374, 96, 1, 11, 33, 2, 2, 85, 0, 9, 5.57, 4.65, 1.54, 94.3
2017, 한화, 41, 0, 0, 0, 3, 2, 1, 7, 48.0, 28, 21, 205, 38, 0, 6, 24, 0, 3, 51, 0, 3, 3.94, 4.92, 1.29, 127.7
