year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2008, 두산, 20, 0, 0, 0, 0, 0, 0, 0, 1.0, 4, 4, 7, 3, , 0, 1, 0, 0, 1, 0, 1, 36.00, 4.15, 4.00, 11.4
2011, 두산, 23, 0, 0, 0, 0, 0, 1, 3, 25.1, 11, 11, 117, 30, , 2, 13, 0, 1, 20, 0, 7, 3.91, 4.30, 1.70, 104.8
2012, 두산, 24, 0, 0, 0, 0, 0, 0, 0, 34.1, 11, 11, 144, 28, , 1, 17, 2, 2, 27, 0, 2, 2.88, 3.40, 1.31, 132.7
2013, 두산, 25, 0, 0, 0, 0, 0, 0, 0, 19.2, 8, 7, 92, 18, , 1, 17, 0, 0, 17, 0, 4, 3.20, 4.87, 1.78, 132.8
2014, 두산, 26, 0, 0, 1, 0, 1, 0, 0, 16.2, 16, 15, 80, 25, 1, 5, 7, 0, 0, 13, 0, 1, 8.10, 7.46, 1.92, 61.1
2015, 두산, 27, 0, 0, 0, 3, 1, 0, 3, 14.2, 5, 4, 67, 14, 1, 1, 10, 0, 0, 7, 0, 1, 2.45, 5.59, 1.64, 191.0
2016, 두산, 28, 0, 0, 0, 0, 2, 0, 4, 28.0, 18, 16, 125, 31, 2, 2, 17, 0, 2, 21, 0, 7, 5.14, 5.26, 1.71, 99.4
2017, 두산, 29, 0, 0, 0, 7, 2, 7, 12, 89.0, 39, 34, 383, 89, 1, 6, 32, 0, 3, 73, 0, 11, 3.44, 4.15, 1.36, 140.0
2018, 두산, 30, 0, 0, 0, 5, 0, 6, 11, 76.0, 42, 39, 317, 72, 0, 7, 24, 1, 3, 81, 0, 6, 4.62, 3.93, 1.26, 109.4
2020, 두산, 32, 0, 0, 0, 2, 2, 0, 0, 28.0, 22, 11, 141, 36, 2, 1, 20, 0, 4, 28, 0, 0, 3.54, 4.59, 2.00, 131.0
2021, 두산, 33, 0, 0, 0, 3, 0, 21, 3, 51.2, 15, 12, 230, 54, 2, 2, 25, 4, 1, 41, 0, 4, 2.09, 3.53, 1.53, 206.4
2022, 두산, 34, 0, 0, 0, 3, 1, 9, 0, 17.1, 3, 3, 70, 14, 0, 0, 5, 0, 1, 11, 0, 1, 1.56, 2.99, 1.10, 231.5
