year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1997, LG, 23, 0, 0, 3, 0, 2, 0, 0, 12.2, 20, 19, 70, 19, , 4, 10, 2, 2, 8, 0, 2, 13.50, 8.08, 2.29, 28.8
1999, LG, 25, 1, 1, 8, 4, 3, 4, 0, 62.0, 30, 29, 276, 54, , 4, 39, 0, 3, 51, 0, 0, 4.21, 4.50, 1.50, 115.5
2000, LG, 26, 0, 0, 15, 9, 8, 11, 0, 137.0, 55, 52, 584, 123, , 10, 50, 4, 12, 134, 2, 4, 3.42, 3.42, 1.26, 130.9
2001, LG, 27, 0, 0, 10, 1, 3, 0, 0, 43.0, 37, 37, 209, 50, , 6, 35, 0, 2, 23, 0, 1, 7.74, 6.44, 1.98, 59.3
2002, LG, 28, 0, 0, 0, 10, 3, 4, 9, 101.1, 22, 18, 411, 75, , 3, 39, 2, 3, 86, 0, 2, 1.60, 2.87, 1.13, 258.7
2003, LG, 29, 0, 0, 13, 9, 6, 0, 8, 100.1, 49, 49, 443, 112, , 12, 40, 2, 5, 53, 0, 4, 4.40, 4.54, 1.52, 94.5
2004, LG, 30, 0, 0, 27, 10, 8, 1, 0, 152.0, 73, 68, 657, 168, , 15, 55, 3, 8, 75, 0, 1, 4.03, 4.43, 1.47, 104.3
2005, LG, 31, 1, 0, 12, 5, 5, 7, 0, 84.0, 40, 35, 368, 93, , 2, 31, 1, 5, 60, 0, 4, 3.75, 3.15, 1.48, 111.0
2006, KIA, 32, 0, 0, 8, 1, 3, 15, 0, 53.2, 26, 26, 235, 51, , 4, 26, 2, 3, 36, 1, 0, 4.36, 3.84, 1.44, 83.1
2008, KIA, 34, 0, 0, 0, 0, 0, 0, 0, 20.0, 13, 12, 91, 22, , 0, 6, 0, 4, 11, 0, 3, 5.40, 3.55, 1.40, 75.9
