year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2013, NC, 28, 0, 0, 29, 11, 7, 0, 0, 189.0, 60, 52, 790, 175, , 6, 60, 0, 14, 116, 0, 6, 2.48, 3.71, 1.24, 173.5
2014, NC, 29, 1, 1, 28, 12, 8, 0, 0, 165.1, 90, 70, 718, 184, 0, 13, 55, 0, 9, 92, 2, 5, 3.81, 4.93, 1.45, 136.6
2015, NC, 30, 0, 0, 12, 4, 5, 0, 0, 53.1, 39, 34, 245, 67, 1, 8, 19, 0, 7, 29, 0, 1, 5.74, 5.94, 1.61, 83.5
