year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1989, 삼성, 19, 0, 0, 8, 2, 5, 0, 0, 57.1, 37, 28, 280, 58, , 3, 57, 1, 2, 31, 0, 3, 4.40, 5.24, 2.01, 86.5
1990, 삼성, 20, 2, 0, 12, 12, 6, 18, 0, 160.1, 60, 50, 661, 114, , 12, 79, 5, 11, 110, 3, 3, 2.81, 3.76, 1.20, 140.8
1991, 삼성, 21, 1, 0, 11, 6, 6, 7, 0, 99.1, 60, 51, 449, 87, , 10, 67, 2, 6, 62, 2, 11, 4.62, 4.89, 1.55, 87.9
1992, 삼성, 22, 5, 1, 13, 8, 12, 15, 0, 144.0, 71, 67, 602, 125, , 9, 71, 3, 4, 103, 0, 13, 4.19, 3.66, 1.36, 104.7
1993, 삼성, 23, 6, 3, 18, 13, 6, 8, 0, 181.1, 64, 52, 750, 150, , 8, 76, 2, 6, 170, 0, 6, 2.58, 2.49, 1.25, 129.0
1994, 삼성, 24, 0, 0, 4, 2, 2, 0, 0, 24.2, 13, 13, 111, 23, , 3, 16, 0, 1, 21, 0, 6, 4.74, 4.76, 1.58, 81.1
1995, 삼성, 25, 9, 2, 26, 17, 7, 0, 0, 191.2, 53, 49, 772, 140, , 12, 63, 1, 12, 132, 1, 2, 2.30, 3.41, 1.06, 164.4
1996, 삼성, 26, 0, 0, 2, 3, 1, 1, 0, 21.0, 9, 9, 92, 11, , 2, 15, 0, 3, 22, 0, 2, 3.86, 4.50, 1.24, 97.9
1997, 삼성, 27, 0, 0, 24, 12, 6, 0, 0, 150.2, 59, 56, 621, 128, , 12, 62, 0, 11, 82, 1, 8, 3.35, 4.27, 1.26, 123.8
1998, 삼성, 28, 0, 0, 8, 3, 3, 0, 0, 36.2, 24, 22, 170, 38, , 5, 17, 0, 6, 17, 0, 1, 5.40, 5.62, 1.50, 76.1
2000, LG, 30, 0, 0, 2, 0, 2, 0, 0, 6.2, 8, 8, 35, 12, , 1, 6, 1, 0, 2, 0, 0, 10.80, 6.76, 2.70, 41.4
