year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2003, 삼성, 23, 0, 0, 1, 0, 1, 0, 1, 23.0, 9, 8, 94, 22, , 2, 5, 0, 1, 10, 0, 0, 3.13, 3.80, 1.17, 139.4
2004, 삼성, 24, 0, 0, 17, 11, 5, 2, 7, 153.1, 56, 55, 619, 128, , 15, 40, 2, 7, 142, 0, 3, 3.23, 3.25, 1.10, 134.4
2005, 삼성, 25, 0, 0, 3, 3, 1, 17, 1, 63.0, 17, 16, 247, 47, , 4, 14, 1, 3, 69, 0, 2, 2.29, 2.41, 0.97, 186.2
2006, 삼성, 26, 0, 0, 0, 9, 1, 2, 32, 80.0, 16, 15, 328, 61, , 6, 32, 5, 3, 83, 0, 1, 1.69, 2.73, 1.16, 214.5
2007, 삼성, 27, 0, 0, 0, 3, 5, 0, 6, 34.1, 18, 13, 154, 32, , 2, 11, 0, 6, 28, 0, 0, 3.41, 3.44, 1.25, 115.0
2008, 삼성, 28, 0, 0, 0, 0, 0, 0, 3, 16.2, 8, 8, 72, 16, , 1, 2, 0, 3, 17, 0, 0, 4.32, 2.79, 1.08, 96.1
2009, 삼성, 29, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 9, 2, , 0, 2, 0, 0, 1, 0, 0, 0.00, 5.59, 2.40, 
2010, 삼성, 30, 0, 0, 0, 1, 0, 2, 3, 32.2, 15, 13, 141, 39, , 1, 5, 0, 4, 32, 0, 1, 3.58, 2.55, 1.35, 128.8
2011, 삼성, 31, 0, 0, 0, 1, 1, 0, 11, 48.1, 17, 15, 203, 48, , 2, 10, 1, 2, 52, 0, 0, 2.79, 2.26, 1.20, 149.3
2012, 삼성, 32, 0, 0, 0, 1, 3, 0, 10, 42.2, 15, 14, 174, 32, , 2, 13, 1, 0, 48, 0, 2, 2.95, 2.31, 1.06, 129.3
2014, 삼성, 34, 0, 0, 0, 0, 0, 0, 0, 1.0, 2, 2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 18.00, 3.86, 3.00, 29.4
2015, 삼성, 35, 0, 0, 0, 0, 0, 0, 0, 28.0, 27, 25, 131, 33, 0, 5, 9, 1, 5, 24, 0, 2, 8.04, 5.62, 1.50, 61.4
2016, 삼성, 36, 0, 0, 0, 1, 3, 0, 7, 46.1, 20, 20, 194, 48, 2, 9, 11, 0, 3, 35, 0, 1, 3.88, 5.71, 1.27, 135.7
2017, 삼성, 37, 0, 0, 0, 1, 2, 0, 1, 56.0, 32, 32, 233, 57, 0, 11, 14, 0, 4, 55, 0, 2, 5.14, 5.29, 1.27, 98.6
2018, 삼성, 38, 0, 0, 0, 3, 1, 1, 2, 43.1, 21, 19, 189, 43, 0, 7, 12, 0, 3, 52, 0, 2, 3.95, 4.57, 1.27, 134.4
2019, 삼성, 39, 0, 0, 0, 3, 0, 0, 3, 43.0, 25, 25, 187, 49, 1, 7, 12, 0, 2, 26, 0, 0, 5.23, 5.29, 1.42, 82.8
2020, 삼성, 40, 0, 0, 0, 0, 2, 0, 1, 16.0, 18, 15, 72, 22, 1, 3, 3, 0, 0, 10, 0, 0, 8.44, 5.31, 1.56, 58.1
