,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 삼성,19,23,32,29,2,3,1,0,1,7,3,0,0,1,0,7,3,0,0,0.103,0.188,0.241,0.429,0.203,7.9, -0.20
1,1,1, 삼성,20,52,92,81,7,16,3,1,0,21,4,1,0,3,0,13,3,0,1,0.198,0.28300000000000003,0.259,0.542,0.263,52.2, -0.05
2,2,2, 삼성,23,126,499,416,65,116,27,1,14,187,64,2,3,12,1,84,15,8,2,0.279,0.385,0.45,0.8340000000000001,0.383,132.4, 4.33
3,3,3, 삼성,24,97,375,295,63,84,17,0,24,173,62,0,0,17,4,66,5,2,7,0.285,0.416,0.586,1.002,0.426,150.1, 4.16
4,4,4, 삼성,25,112,457,356,58,108,18,0,15,171,64,3,2,15,4,84,14,5,5,0.303,0.44,0.48,0.921,0.415,148.8, 4.90
5,5,5, 삼성,26,128,537,457,74,127,24,3,15,202,86,3,1,13,1,105,13,5,3,0.278,0.374,0.442,0.816,0.376,127.6, 4.65
6,6,6, 삼성,27,127,549,443,79,138,19,3,23,232,91,2,3,27,5,83,8,2,5,0.312,0.433,0.524,0.957,0.438,179.9, 7.89
7,7,7, 삼성,28,117,474,396,61,126,24,0,18,204,76,4,2,21,1,73,13,0,2,0.318,0.425,0.515,0.94,0.4320000000000001,162.0, 5.85
8,8,8, 삼성,29,110,425,356,77,112,21,0,27,214,72,0,1,12,3,62,12,0,3,0.315,0.419,0.601,1.02,0.438,147.7, 4.52
9,9,9, 삼성,30,135,559,448,90,144,25,0,26,247,116,3,0,19,0,97,13,1,8,0.321,0.441,0.551,0.992,0.4370000000000001,156.8, 5.38
10,10,10, NC,31,126,506,427,77,131,20,0,32,247,104,2,0,16,2,95,18,2,4,0.307,0.404,0.578,0.982,0.424,144.1, 4.78
11,11,11, NC,32,101,382,319,43,78,15,0,14,135,56,1,2,13,0,92,17,0,0,0.245,0.369,0.423,0.792,0.359,107.4, 1.73
12,12,12, NC,33,103,375,318,40,81,14,1,16,145,55,1,0,15,4,80,11,0,3,0.255,0.36,0.456,0.816,0.354,103.4, 0.91
13,13,13, NC,34,112,444,360,49,96,17,1,19,172,74,1,2,12,2,69,17,4,3,0.267,0.393,0.478,0.871,0.393,138.1, 3.25
14,14,14, NC,35,123,448,356,58,109,15,0,14,166,63,0,1,10,2,62,11,2,4,0.306,0.436,0.466,0.902,0.411,142.6, 
15,15,15, NC,36,59,205,171,27,44,8,0,10,82,41,0,0,2,1,43,8,3,2,0.257,0.361,0.48,0.841,0.377,121.5, 1.32
