,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 롯데,22,15,35,30,3,3,3,0,0,6,3,0,0,0,0,9,1,0,0,0.1,0.229,0.2,0.429,0.218,18.5, -0.28
1,1,1, 롯데,23,26,66,59,12,13,3,0,2,22,9,1,0,1,0,16,1,0,1,0.22,0.28800000000000003,0.373,0.6609999999999999,0.297,64.0, 0.08
2,2,2, 롯데,24,114,394,350,56,101,14,2,19,176,57,16,7,8,0,89,7,5,5,0.289,0.34700000000000003,0.503,0.85,0.3720000000000001,120.2, 3.14
3,3,3, 롯데,25,133,601,539,97,162,38,5,11,243,64,23,9,7,4,101,14,2,3,0.301,0.366,0.451,0.816,0.375,126.6, 5.43
4,4,4, 롯데,26,122,520,459,63,116,22,4,7,167,38,21,8,7,0,103,16,6,3,0.253,0.327,0.364,0.691,0.324,100.1, 2.99
5,5,5, 롯데,27,128,537,455,65,125,25,1,7,173,66,19,8,5,0,77,15,5,7,0.275,0.3670000000000001,0.38,0.747,0.35200000000000004,106.6, 3.31
6,6,6, 롯데,28,113,470,415,69,121,23,2,14,190,66,7,4,9,0,71,10,9,3,0.292,0.35600000000000004,0.458,0.8140000000000001,0.35700000000000004,97.8, 2.24
7,7,7, 롯데,30,25,113,99,16,25,7,0,2,38,10,3,3,6,0,25,4,1,0,0.253,0.339,0.384,0.723,0.333,83.0, 0.19
8,8,8, 롯데,31,110,496,455,76,146,27,1,18,229,69,2,4,7,2,70,11,2,2,0.321,0.37,0.503,0.8740000000000001,0.381,120.5, 3.36
9,9,9, 롯데,32,144,614,556,118,190,36,2,33,329,90,7,7,7,1,82,12,1,2,0.342,0.4,0.5920000000000001,0.991,0.421,146.3, 5.67
10,10,10, 롯데,33,141,606,545,85,164,30,1,22,262,83,8,2,7,2,71,19,1,7,0.301,0.359,0.481,0.8390000000000001,0.379,130.5, 4.24
11,11,11, 롯데,34,143,628,562,95,157,34,1,26,271,96,5,5,8,0,79,21,3,3,0.279,0.34700000000000003,0.482,0.8290000000000001,0.368,113.3, 
12,12,12, 롯데,35,144,619,552,88,192,46,0,7,259,92,6,3,5,0,71,10,1,8,0.348,0.405,0.469,0.8740000000000001,0.406,140.4, 4.93
13,13,13, 롯데,36,33,142,131,22,42,5,0,2,53,14,3,3,1,1,15,3,0,2,0.321,0.359,0.405,0.764,0.353,124.8, 0.85
