,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 두산,19,80,64,61,20,12,0,1,0,14,4,17,3,0,0,16,1,0,1,0.197,0.219,0.23,0.448,0.212,22.0, -0.06
1,1,1, 두산,20,119,372,328,53,80,14,3,3,109,31,30,9,5,0,56,5,5,6,0.244,0.308,0.332,0.64,0.299,77.4, 0.83
2,2,2, 두산,21,87,101,93,26,18,0,1,0,20,0,18,6,1,0,18,2,1,0,0.194,0.25,0.215,0.465,0.228,26.6, -0.35
3,3,3, 두산,22,115,291,261,49,67,14,0,5,96,28,18,5,6,0,54,7,3,4,0.257,0.313,0.368,0.68,0.307,70.8, 0.20
4,4,4, 두산,23,64,80,70,23,20,2,1,0,24,4,11,4,0,2,14,0,1,0,0.28600000000000003,0.3670000000000001,0.343,0.71,0.325,88.9, 0.29
5,5,5, 두산,25,2,8,7,0,1,0,0,0,1,0,0,2,0,0,2,0,1,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.119,-43.7, -0.19
6,6,6, 두산,26,119,449,383,71,122,21,7,9,184,65,27,8,7,0,62,7,12,7,0.319,0.387,0.48,0.867,0.388,131.7, 3.78
7,7,7, 두산,27,124,527,470,85,162,31,3,12,235,79,16,8,6,0,63,11,8,6,0.345,0.395,0.5,0.895,0.394,130.3, 4.54
8,8,8, 두산,28,129,561,491,80,149,20,2,12,209,75,7,3,8,0,74,15,6,6,0.303,0.373,0.426,0.799,0.36,112.3, 2.62
9,9,9, 두산,29,134,579,511,98,166,31,4,16,253,87,9,2,15,1,91,18,1,4,0.325,0.396,0.495,0.8909999999999999,0.4,129.5, 4.24
10,10,10, 두산,30,123,520,447,73,136,21,0,14,199,71,3,4,19,2,74,14,1,6,0.304,0.389,0.445,0.8340000000000001,0.374,122.7, 3.35
11,11,11, 롯데,31,118,494,443,74,141,21,0,17,213,66,8,3,8,3,68,10,2,6,0.318,0.374,0.481,0.855,0.37,113.1, 3.05
12,12,12, 롯데,32,101,420,369,52,112,24,2,9,167,43,13,6,5,0,55,9,1,3,0.304,0.38,0.453,0.8320000000000001,0.382,133.0, 3.52
13,13,13, 롯데,33,109,342,309,42,72,12,0,2,90,23,10,6,5,1,62,12,5,2,0.233,0.29100000000000004,0.29100000000000004,0.5820000000000001,0.271,50.8, 
14,14,14, 롯데,34,14,49,42,5,8,3,0,0,11,2,0,1,0,0,11,2,1,0,0.19,0.292,0.262,0.5539999999999999,0.269,50.2, -0.18
