,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0.0, MBC,22,25,50,47,6,8,0,1,1,13,3,2,1,0,0,7,1,2,0,0.17,0.188,0.277,0.464,0.205,10.6,-0.32
1,1,1.0, MBC,23,107,399,354,34,99,21,3,3,135,45,3,3,5,2,27,7,5,6,0.28,0.338,0.381,0.7190000000000001,0.334,115.4,2.16
2,2,2.0, MBC,24,103,389,357,31,96,11,4,2,121,34,5,6,2,2,26,5,7,2,0.269,0.312,0.339,0.6509999999999999,0.303,82.2,0.55
3,3,3.0, MBC,25,101,405,352,31,107,13,5,1,133,43,10,5,2,1,36,11,10,2,0.304,0.375,0.378,0.753,0.34700000000000003,113.7,2.24
4,4,4.0, MBC,26,102,372,317,41,95,12,5,1,120,34,12,10,4,0,44,5,6,3,0.3,0.385,0.379,0.764,0.363,124.8,3.07
5,5,5.0, LG,27,116,426,369,68,103,16,8,6,153,44,6,5,3,1,28,4,3,2,0.279,0.366,0.415,0.7809999999999999,0.366,124.2,3.65
6,6,6.0, LG,28,105,437,383,56,118,18,7,1,153,45,3,12,1,1,36,7,1,4,0.308,0.383,0.399,0.7829999999999999,0.3670000000000001,126.4,2.72
7,7,7.0, LG|태평양,29,116,437,390,49,117,24,3,8,171,52,6,4,2,0,67,10,0,5,0.3,0.317,0.438,0.755,0.317,86.5,0.89
8,8,8.0, LG,29,57,190,161,19,45,9,0,1,57,18,1,3,0,0,29,5,0,3,0.28,0.374,0.354,0.728,0.34600000000000003,106.1,0.92
9,9,9.0, 태평양,29,59,247,229,30,72,15,3,7,114,34,5,1,2,0,38,5,0,2,0.314,0.35600000000000004,0.498,0.8540000000000001,0.383,131.1,1.98
10,10,10.0, 태평양,30,102,396,360,35,108,14,4,1,133,31,9,3,2,5,54,12,2,2,0.3,0.355,0.369,0.725,0.338,119.4,2.48
11,11,11.0, 태평양,31,100,407,368,49,118,27,3,11,184,51,8,1,2,4,57,9,1,2,0.321,0.379,0.5,0.879,0.397,153.8,4.32
12,12,12.0, 태평양,32,84,258,241,21,55,14,0,2,75,16,5,2,0,2,36,8,0,1,0.228,0.275,0.311,0.586,0.27,69.9,-0.0
13,13,13.0, 현대,33,113,351,326,38,87,14,3,5,122,23,3,1,4,2,46,8,6,2,0.267,0.301,0.374,0.6759999999999999,0.305,91.4,1.01
14,14,14.0, 현대,34,101,218,209,21,50,8,2,5,77,17,1,2,0,2,26,10,3,0,0.239,0.261,0.368,0.629,0.276,66.8,-0.15
