,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, 롯데,23,10,30,29,5,14,0,0,1,17,3,2,1,1,0,2,0,0,0,0.483,0.5,0.586,1.086,0.517,227.4,0.57
1,1,1, 롯데,24,108,433,377,53,110,20,4,7,159,47,21,12,2,1,41,9,1,6,0.292,0.368,0.422,0.79,0.37,126.0,3.06
2,2,2, 롯데,25,121,504,436,77,131,17,8,9,191,51,25,9,3,13,47,5,2,2,0.3,0.388,0.438,0.8270000000000001,0.375,130.5,4.2
3,3,3, 롯데,26,119,486,401,76,128,20,12,10,202,79,29,8,5,3,50,6,7,15,0.319,0.399,0.504,0.903,0.395,138.2,4.59
4,4,4, 롯데,27,108,420,369,49,105,26,3,3,146,48,12,8,3,0,44,7,4,7,0.285,0.349,0.396,0.7440000000000001,0.34600000000000003,124.5,2.76
5,5,5, 롯데,28,100,407,350,63,113,24,4,8,169,55,20,11,3,4,45,7,2,7,0.32299999999999995,0.398,0.483,0.88,0.397,153.3,4.24
6,6,6, 롯데,29,104,435,364,58,109,14,4,8,155,61,31,5,5,5,45,7,1,8,0.299,0.394,0.426,0.82,0.3720000000000001,140.5,4.35
7,7,7, 롯데,30,126,518,446,62,143,22,6,9,204,64,26,7,2,6,61,11,1,4,0.321,0.406,0.457,0.8640000000000001,0.394,152.8,5.69
8,8,8, 롯데,31,62,236,204,26,51,17,3,2,80,22,2,3,2,3,47,4,0,2,0.25,0.34,0.392,0.733,0.33,104.2,0.95
9,9,9, 롯데,32,94,342,305,32,81,11,2,4,108,36,2,7,2,2,46,2,1,1,0.266,0.34,0.354,0.6940000000000001,0.318,96.8,0.89
10,10,10, 롯데,33,125,555,481,98,141,27,7,8,206,60,12,13,1,2,81,6,7,4,0.293,0.3720000000000001,0.428,0.8009999999999999,0.354,105.8,1.41
11,11,11, 롯데,34,107,439,401,57,111,15,3,6,150,45,9,7,2,4,78,7,1,1,0.277,0.336,0.374,0.71,0.321,86.8,0.86
12,12,12, 롯데,35,89,300,274,35,76,10,1,4,100,33,2,0,2,3,44,7,1,2,0.277,0.331,0.365,0.696,0.319,79.7,-0.1
13,13,13, 롯데,36,116,412,373,35,106,15,3,3,136,49,12,5,2,2,58,8,2,1,0.284,0.34600000000000003,0.365,0.711,0.322,95.4,1.39
14,14,14, 롯데,37,51,156,140,18,33,5,1,4,52,14,2,2,2,1,22,6,2,0,0.236,0.305,0.371,0.677,0.303,75.4,0.07
