,Unnamed: 0,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0,0, OB,21,77,320,293,40,98,21,3,4,137,54,14,8,3,8,17,2,1,3,0.334,0.379,0.468,0.847,0.376,129.4,2.11
1,1,1, OB,22,100,421,377,47,101,15,1,5,133,50,10,7,7,2,38,2,6,0,0.268,0.335,0.353,0.688,0.32,101.8,1.32
2,2,2, OB,23,31,107,91,15,21,5,0,1,29,12,3,1,0,1,4,0,2,1,0.231,0.324,0.319,0.643,0.298,85.0,0.17
3,3,3, OB,24,110,457,404,54,113,23,4,8,168,58,16,3,6,5,44,5,4,3,0.28,0.35100000000000003,0.416,0.767,0.35100000000000003,117.7,2.72
4,4,4, OB,25,106,427,380,37,103,15,5,1,131,34,6,8,3,2,27,9,6,4,0.271,0.333,0.345,0.677,0.318,102.8,1.27
5,5,5, OB,26,102,378,349,39,94,8,6,3,123,39,5,2,3,4,20,4,1,2,0.269,0.318,0.35200000000000004,0.6709999999999999,0.315,90.6,0.83
6,6,6, OB,27,107,408,378,41,109,12,3,4,139,38,12,2,1,1,18,3,2,2,0.28800000000000003,0.333,0.368,0.7,0.326,99.5,1.43
7,7,7, OB,28,118,479,422,55,116,25,6,8,177,57,25,8,11,5,36,5,8,5,0.275,0.338,0.419,0.758,0.34700000000000003,113.2,2.57
8,8,8, OB,29,117,428,385,38,98,21,2,5,138,42,14,7,3,4,30,6,1,6,0.255,0.314,0.358,0.672,0.314,88.2,0.7
9,9,9, 삼성,30,126,527,460,71,142,15,3,7,184,57,20,15,7,2,34,13,6,5,0.309,0.38,0.4,0.78,0.362,122.0,2.83
10,10,10, 삼성,31,117,469,423,61,113,15,2,3,141,41,17,7,3,0,32,8,2,4,0.267,0.328,0.333,0.6609999999999999,0.311,82.8,0.52
11,11,11, 쌍방울,32,119,461,418,35,115,18,2,5,152,49,12,7,6,4,32,8,1,3,0.275,0.335,0.364,0.698,0.328,112.0,1.55
12,12,12, 쌍방울,33,93,249,227,23,50,14,1,2,72,26,2,0,0,1,13,6,8,4,0.22,0.249,0.317,0.5660000000000001,0.251,52.2,-0.67
13,13,13, 쌍방울,34,41,49,43,3,9,1,0,0,10,3,0,0,1,0,1,1,0,1,0.209,0.28600000000000003,0.233,0.518,0.252,57.7,-0.13
